distance_from_center_mm,angle_degrees,etch_gas_flow,spin_coat_rpm,litho_overlay_error_nm,yield_pass
54.66,292.64,59.14,1963,0.063,1
79.72,316.82,50.69,1895,2.72,1
73.45,227.41,54.53,2033,0.697,1
78.31,60.27,49.83,1625,2.07,1
17.42,112.14,37.1,1933,1.139,0
20.71,73.71,53.35,2096,2.447,1
101.44,11.28,53.1,2031,2.561,1
6.35,102.78,42.95,1944,0.858,1
73.64,48.47,42.77,2245,0.344,1
14.54,138.55,54.97,2101,2.444,1
145.17,49.22,50.12,2285,1.641,0
135.19,51.9,45.77,2133,2.105,0
57.65,22.55,47.72,2019,1.104,1
91.98,132.2,42.34,2144,3.742,1
113.86,63.47,55.88,1942,2.789,1
60.91,184.5,54.31,2059,2.74,1
133.47,136.05,48.66,2177,2.149,1
46.93,347.01,41.61,1868,1.845,1
93.8,253.08,38.2,2106,2.371,1
130.32,69.76,49.45,2085,1.932,1
96.78,319.36,52.79,2084,2.234,1
119.42,261.97,52.91,1957,2.57,1
20.55,114.7,41.48,2088,1.248,1
0.07,162.51,45.27,2045,1.361,1
141.99,238.79,41.01,1880,3.03,0
11.77,187.3,53.29,2087,1.016,0
1.04,96.74,51.75,1846,2.632,1
71.38,59.96,48.16,2028,1.044,1
38.88,267.15,44.63,1826,2.348,1
134.0,218.69,54.96,1986,2.949,0
48.71,238.96,43.84,1968,2.604,1
35.98,333.3,58.72,2016,1.217,1
60.42,262.21,51.63,1740,2.772,1
100.41,321.28,42.08,2177,5.072,0
38.25,26.19,38.78,2110,0.893,0
117.36,272.25,51.64,1901,2.162,1
134.03,14.88,54.41,1807,1.923,1
90.73,234.12,52.05,1859,3.316,1
28.15,330.32,44.31,1691,0.783,1
95.48,206.61,44.44,1953,2.539,1
94.15,6.02,44.41,1980,1.016,1
60.39,230.04,53.64,2293,2.017,1
78.44,89.18,59.11,1772,1.279,0
131.26,284.42,44.86,2214,1.379,1
41.93,259.6,58.95,1911,0.986,1
63.29,11.37,48.44,1923,2.695,1
133.17,85.03,48.56,2032,3.646,0
137.1,196.81,55.52,2022,0.503,1
127.29,108.97,53.96,2140,2.551,1
122.94,222.68,48.63,1768,1.108,1
35.96,167.21,51.76,1962,3.096,1
81.11,37.67,53.0,1962,3.103,0
73.89,255.37,48.17,1905,2.983,1
26.26,204.64,49.11,1693,3.465,1
93.35,279.9,47.28,2284,1.35,1
75.29,260.44,45.4,2139,1.492,1
140.43,5.07,42.95,2059,1.549,1
38.98,234.63,48.0,1882,2.61,1
67.88,50.86,52.69,2119,2.148,1
129.32,90.8,49.8,2035,2.781,0
118.15,128.31,50.79,2120,1.463,1
89.79,85.02,51.58,1832,1.398,1
127.6,28.49,51.68,2263,1.508,1
112.64,41.56,61.88,2062,2.153,1
37.73,258.81,53.5,2196,1.71,1
12.79,141.06,38.6,2099,3.087,1
61.81,354.12,46.87,2080,2.354,1
20.72,211.42,43.8,2284,1.051,1
105.28,159.26,41.65,1830,2.784,1
146.85,192.87,43.83,2029,2.404,0
96.34,242.27,56.11,2153,0.598,1
78.72,190.64,53.14,2096,1.817,1
65.7,254.79,46.83,2226,1.965,1
14.37,170.72,53.76,2026,1.599,1
76.66,202.46,48.06,1978,0.466,1
68.84,334.29,53.92,1958,1.493,1
36.09,80.51,47.39,1722,1.921,1
71.33,78.1,47.72,2120,2.411,1
2.98,200.86,54.48,1918,2.449,1
6.44,228.19,58.14,1897,2.922,1
93.35,329.34,46.46,2075,1.274,1
124.3,208.56,56.12,1894,2.037,0
18.67,89.11,50.18,1928,0.85,1
2.49,207.78,47.54,1929,0.636,1
8.11,123.57,42.51,1523,2.509,1
100.7,252.21,52.64,1975,1.652,1
32.73,271.34,48.83,2137,1.435,1
84.34,266.4,51.18,1964,2.715,1
86.58,242.95,55.31,1837,1.041,1
138.42,359.58,50.52,1882,1.943,1
71.18,63.78,44.0,1821,0.454,1
22.81,171.77,43.31,1982,1.837,1
92.29,155.07,48.01,1809,2.906,1
0.82,306.34,51.14,1875,2.005,1
41.75,228.55,46.5,1904,2.408,1
134.18,220.73,52.72,1815,1.597,0
124.12,282.91,57.59,1852,0.732,1
124.96,199.45,43.31,2031,1.399,0
67.33,194.97,48.31,2068,2.935,1
17.77,261.03,49.43,2228,1.383,1
24.53,112.98,45.73,2095,0.696,1
107.36,356.23,49.77,1904,1.379,1
88.53,229.51,55.19,1741,1.846,1
52.28,271.56,51.9,1939,1.191,1
116.86,239.94,56.15,2154,2.907,0
60.78,307.96,57.06,1945,1.821,1
18.18,353.27,55.44,2059,3.64,1
34.86,66.33,41.01,2094,2.838,1
55.46,250.9,49.76,1928,2.028,1
38.64,213.15,54.02,1971,1.256,1
19.51,213.14,50.15,1943,2.541,1
29.74,105.97,47.41,1902,2.977,1
113.87,290.73,48.39,2245,1.948,1
144.0,18.31,43.71,2151,0.77,1
75.49,308.7,52.67,1854,1.678,1
98.15,152.71,43.89,1941,1.399,1
6.68,353.36,50.46,1935,3.295,1
81.21,86.78,51.53,2036,2.319,1
135.21,359.15,54.47,2222,1.648,1
41.26,88.96,44.96,2178,2.429,1
84.73,86.92,55.18,1716,1.074,1
98.82,144.17,48.7,2140,3.756,1
109.38,66.65,46.57,1864,1.218,1
67.28,253.2,45.93,1773,2.745,1
70.42,109.15,52.4,1902,2.372,1
34.65,150.66,44.1,1829,1.819,1
111.33,230.26,51.39,1840,2.433,1
46.02,139.39,49.46,2134,2.507,1
67.21,312.1,54.71,2068,2.534,1
111.31,204.7,35.78,1772,0.632,0
80.87,284.41,40.38,1967,1.893,1
90.44,206.92,56.09,2233,1.694,1
68.51,217.35,56.0,2220,2.983,1
101.58,248.93,51.35,1754,3.959,1
76.54,74.64,48.97,1904,1.932,1
69.9,280.9,40.14,1710,2.118,1
91.6,314.96,41.2,1839,3.111,1
139.95,34.2,51.28,2065,1.699,1
5.17,135.96,52.15,2119,2.901,1
115.47,222.29,40.38,2249,1.341,1
47.52,216.19,49.06,1786,1.102,1
90.41,280.5,52.15,1812,1.839,1
113.04,16.52,54.9,2098,1.389,1
26.67,121.5,60.47,2152,2.75,1
18.0,277.7,43.13,1862,1.744,1
41.06,287.23,50.31,2135,1.996,1
119.76,19.92,43.24,2010,2.38,0
18.0,304.94,49.46,2001,2.522,1
49.29,250.11,50.88,1966,1.387,1
108.25,143.9,62.92,1753,2.931,1
89.49,14.68,47.84,1967,1.613,1
119.46,301.27,56.14,1841,1.076,0
38.63,315.59,45.08,1540,2.296,0
105.82,102.7,43.38,1941,2.076,1
60.94,185.37,53.36,1836,1.539,1
52.43,82.71,51.65,1912,2.365,1
147.41,100.84,47.85,1917,1.045,1
126.38,28.17,56.37,2116,0.917,1
16.12,154.55,39.44,2007,1.651,1
125.46,136.28,53.54,2004,2.548,1
105.59,96.64,55.91,2223,1.537,1
101.21,154.46,48.17,1940,1.359,1
81.42,311.13,57.52,2133,1.966,1
127.89,88.93,54.14,2193,2.533,1
56.31,220.01,44.13,1976,0.362,1
45.18,210.11,49.64,2094,3.002,1
3.7,195.95,47.04,1981,0.562,1
61.21,188.92,55.81,2304,1.95,1
43.33,7.64,45.66,1941,1.461,1
108.44,159.28,53.03,2332,1.406,1
94.87,251.44,50.7,1776,1.56,1
58.5,258.96,49.64,1595,1.323,0
40.72,12.13,55.05,2039,0.858,1
109.87,8.92,49.71,2097,0.818,1
71.95,348.74,57.36,1906,2.951,1
41.61,32.47,50.55,1995,2.704,1
8.68,147.67,61.84,2045,1.49,1
77.03,98.49,51.6,1899,1.915,1
115.18,321.26,46.89,1955,0.753,1
0.95,301.27,54.07,1752,0.979,1
106.18,19.65,51.69,2144,1.761,1
15.09,221.51,47.47,2147,1.545,1
2.5,206.58,53.01,1740,1.418,1
67.55,196.23,47.7,1802,1.748,1
81.96,201.54,53.43,1817,2.66,1
70.88,293.98,54.35,1903,0.953,1
83.22,27.44,48.28,2007,1.999,1
36.63,303.43,54.4,1930,0.203,1
114.04,233.69,50.86,1881,2.991,1
41.65,2.4,42.7,1983,1.831,1
71.41,15.33,51.94,2208,1.382,1
36.05,148.8,36.97,1876,2.066,1
99.87,214.34,48.72,2028,2.235,1
17.2,223.86,48.9,2142,1.39,1
93.6,323.09,47.1,2029,2.007,1
142.88,327.64,52.19,2030,2.508,1
32.13,240.53,50.25,1742,1.512,1
80.2,317.18,48.11,1923,1.207,1
42.41,45.31,46.4,1985,1.706,1
26.27,16.69,52.21,2077,1.699,1
61.38,216.29,50.14,2325,1.816,1
8.79,358.27,54.39,1920,2.005,1
139.11,24.13,41.68,1861,1.541,0
73.53,167.66,48.74,2184,2.356,1
48.92,200.98,40.35,2129,0.807,1
105.94,324.94,52.01,1959,2.256,1
12.47,85.18,46.55,1870,2.71,1
65.65,148.32,47.23,1681,1.842,1
31.86,290.97,53.13,1883,1.144,0
34.71,320.78,44.36,2268,2.041,1
31.67,187.26,48.62,2018,2.114,1
43.23,131.01,52.73,2044,2.297,1
148.39,0.83,44.14,2080,1.602,1
66.6,146.91,48.03,2106,2.823,1
138.24,299.11,45.44,2147,2.722,1
7.69,163.07,52.87,2230,4.059,0
129.05,193.33,47.12,2094,2.374,1
74.2,153.53,42.94,1939,2.319,1
98.37,1.11,54.47,2019,1.893,1
67.42,234.51,54.91,1959,1.381,1
99.12,222.33,55.47,1918,2.362,1
101.8,90.91,50.12,1968,1.698,1
78.37,36.51,51.21,2087,2.175,1
107.68,344.58,55.73,2178,2.2,1
113.93,298.01,43.61,2019,1.436,1
60.09,293.26,38.97,2042,2.386,1
32.0,283.7,54.53,2131,1.475,1
66.22,72.7,55.39,1954,2.673,1
0.13,159.75,55.69,2250,1.514,1
91.55,318.05,51.47,2098,1.909,1
86.32,196.85,49.61,2111,2.628,1
137.22,201.53,48.47,2129,2.063,1
20.58,54.67,39.54,2087,1.824,1
8.36,213.06,51.9,1869,2.912,1
1.66,148.95,55.57,2222,2.242,1
110.45,34.95,42.95,1685,2.787,1
78.59,351.82,51.23,2135,2.146,1
70.08,38.89,50.09,2212,3.824,1
3.72,247.92,53.55,2020,1.467,1
133.8,200.45,56.23,1826,1.917,1
100.26,137.33,48.66,2224,1.639,1
133.23,14.81,50.14,2042,1.816,1
54.98,6.08,60.64,2192,0.81,1
79.02,204.93,50.62,2029,2.02,1
40.77,35.77,44.29,1887,2.757,1
10.29,37.33,53.54,1813,1.351,0
110.75,141.63,53.97,2048,1.584,1
117.76,132.25,53.25,1977,2.026,1
135.74,292.77,49.86,2169,1.151,1
139.72,239.54,45.04,2264,1.857,1
43.68,82.61,53.77,1652,1.363,1
100.01,194.4,46.03,2077,2.902,1
5.02,251.44,48.13,1575,3.517,1
115.12,89.09,52.69,1786,0.179,1
61.29,79.78,48.81,1950,0.0,1
88.17,263.54,55.18,1929,3.664,1
61.66,330.28,44.74,2142,1.233,1
32.82,272.68,61.6,2065,2.317,1
23.94,192.22,47.98,2203,2.708,1
109.5,52.2,48.79,2025,2.142,1
47.6,160.91,48.8,1958,2.371,1
62.25,159.03,51.63,2206,1.453,1
107.21,221.85,52.17,1913,2.398,1
9.41,53.32,49.71,2113,0.805,1
64.35,67.41,44.36,1965,1.481,1
2.46,284.96,46.35,1736,2.953,1
57.79,3.94,47.58,1794,2.52,1
130.92,54.36,46.37,1860,1.122,1
93.08,208.88,52.37,1879,2.546,1
52.23,145.68,54.56,2032,2.069,1
123.45,23.31,44.61,2057,1.838,0
44.41,225.52,44.64,2206,1.869,1
83.22,245.5,45.18,1874,1.851,1
33.82,167.67,48.25,1929,1.78,1
75.69,25.47,55.31,2068,1.512,1
134.15,300.61,45.51,2089,1.985,0
6.38,237.26,57.02,2234,2.88,1
89.71,333.82,51.0,1968,0.657,1
123.6,301.69,55.96,2005,1.867,1
18.37,340.74,59.7,1782,2.477,1
99.07,187.0,48.55,1898,3.015,1
122.49,251.07,60.35,1796,2.394,1
57.68,289.94,47.91,2003,2.121,1
66.93,95.97,50.13,2038,3.453,1
16.56,220.01,48.6,2110,2.692,1
128.82,272.12,54.56,2140,0.758,1
139.37,10.93,50.49,2027,3.193,1
51.72,326.33,54.08,1773,2.817,1
137.7,49.06,48.43,1820,2.039,0
84.59,290.37,54.4,2126,2.125,1
17.1,35.21,61.63,1873,0.984,1
38.32,151.32,45.77,2128,1.528,1
66.16,235.08,44.96,1961,1.505,1
7.56,250.46,50.98,2046,3.123,1
56.29,64.24,52.37,2056,3.732,1
51.61,220.22,52.63,2057,1.126,1
13.23,205.99,55.03,2124,3.155,1
93.73,340.74,57.04,1681,2.219,1
144.04,299.61,53.67,2107,1.595,1
53.97,230.69,53.0,1789,2.878,1
5.78,101.62,43.06,1943,3.505,1
110.43,245.38,47.63,1803,2.491,1
119.74,240.87,47.7,2012,1.571,1
147.36,190.71,58.04,2311,1.981,0
133.18,333.61,53.68,2138,1.437,1
113.97,278.25,44.44,2063,2.463,1
83.37,292.33,50.86,1968,3.299,1
6.67,174.31,41.58,2085,1.348,1
8.55,212.21,41.63,1967,1.231,1
70.02,273.74,47.22,1960,2.338,1
51.59,141.07,41.04,1833,2.859,1
71.22,120.98,53.56,2121,0.428,1
118.27,135.45,40.66,1942,2.033,1
4.78,227.71,56.8,1915,3.122,1
39.3,101.6,46.51,2022,3.19,1
23.2,214.22,51.42,2029,1.963,1
3.57,207.96,46.97,1990,1.925,1
144.38,254.16,46.94,1958,1.843,0
31.8,29.47,47.96,1908,1.238,1
56.1,247.02,49.49,2162,2.857,1
44.09,173.34,50.09,1963,1.514,1
83.11,315.1,55.19,2153,2.011,1
138.76,302.7,45.8,2123,1.015,1
55.9,62.18,52.73,2170,1.682,1
98.24,170.1,52.76,1902,2.06,1
63.54,346.61,48.71,2047,2.68,1
6.09,263.28,56.99,2151,1.317,1
83.69,62.69,50.61,1855,0.736,1
124.49,262.6,48.37,2027,3.474,1
99.19,252.16,54.18,2074,1.795,1
29.62,188.48,38.44,1950,2.413,1
87.68,213.17,54.57,2085,2.063,1
57.2,63.63,52.32,2024,2.164,1
126.23,275.86,50.44,2073,3.221,1
79.99,354.8,59.95,1899,1.28,1
125.25,149.38,52.34,2003,1.342,1
15.7,295.54,54.34,1863,3.083,1
71.74,187.14,42.5,2112,2.692,1
18.48,40.92,48.32,1971,3.153,1
4.13,133.59,49.87,1756,1.536,1
20.6,81.32,56.33,1950,0.675,1
115.2,175.66,53.45,1977,0.0,1
49.11,224.88,55.1,1981,2.295,1
112.19,140.99,45.19,1972,1.334,1
121.71,144.63,55.57,1901,1.335,1
122.74,299.52,50.2,2180,3.017,1
59.74,170.55,47.74,1941,2.629,1
31.78,259.96,49.32,2023,1.799,1
55.16,161.16,46.39,1933,2.166,1
13.88,281.9,49.53,2019,0.0,1
45.27,314.94,55.85,2022,1.315,1
32.77,143.94,47.8,1882,2.734,1
16.46,264.55,51.87,2134,2.978,1
58.07,93.94,52.85,1811,2.741,1
17.64,259.88,52.97,1930,1.848,0
24.89,21.34,44.35,1834,2.382,1
41.25,286.46,63.32,2131,3.141,1
71.2,305.8,47.53,1910,2.499,1
75.46,39.53,56.39,1719,3.25,1
7.94,145.42,47.06,2260,1.294,1
60.97,38.09,45.24,1966,2.022,1
117.99,64.26,49.26,1824,2.76,1
23.48,261.3,45.42,2027,0.869,1
120.16,212.36,44.44,2106,2.778,1
42.13,318.17,49.92,1871,2.616,1
89.66,151.79,55.25,1842,1.612,1
77.88,320.09,51.82,1883,1.878,1
11.97,156.74,50.14,2022,2.156,1
11.47,69.33,54.79,1944,1.491,1
58.55,91.94,50.33,1954,1.834,1
5.54,125.34,48.44,1982,4.386,1
32.58,27.13,47.15,2053,1.857,1
78.97,321.99,53.21,1935,1.854,1
126.95,100.38,51.69,1808,2.347,1
23.97,253.17,47.66,1757,2.831,0
39.81,341.39,51.18,2129,2.16,1
11.73,314.65,52.06,2028,0.751,1
133.32,168.28,53.04,1944,2.638,0
27.71,285.7,51.93,1912,1.832,1
62.71,320.78,42.2,1982,2.613,1
23.72,125.41,47.68,1934,1.51,1
101.02,79.76,47.66,2184,2.444,1
63.29,246.11,52.31,1784,2.554,1
136.79,31.12,53.66,2077,2.353,1
119.64,151.42,41.54,2210,2.958,1
39.63,284.14,53.26,1888,3.218,1
9.24,304.04,51.47,1795,3.324,1
146.06,160.5,55.59,1990,2.123,0
112.32,346.85,42.49,1888,1.156,0
83.28,114.25,43.26,2156,1.454,1
27.66,154.52,49.37,2219,2.788,1
130.44,71.19,54.93,1914,2.077,1
12.94,279.21,56.86,2044,2.153,1
2.26,39.68,55.38,1821,2.15,1
0.77,256.46,44.89,1990,1.177,1
136.53,36.22,62.21,1765,3.158,0
124.97,288.51,42.98,1937,1.638,0
19.1,104.0,52.74,1939,2.233,1
27.28,196.36,49.08,2009,1.608,1
18.98,207.74,50.89,1862,2.95,1
71.88,122.79,52.69,1752,2.137,1
104.16,154.6,53.02,2019,1.123,1
86.76,154.32,51.75,1951,1.964,1
40.09,63.29,42.48,1809,2.142,1
130.2,123.45,49.37,2131,1.482,0
98.28,109.0,54.94,1946,1.727,1
17.93,73.72,52.73,2037,2.568,1
134.49,93.87,51.24,2027,1.994,1
33.96,164.42,55.88,2146,2.123,1
131.45,145.42,52.21,1875,0.915,1
132.87,49.85,49.21,2061,2.348,1
57.0,32.15,61.22,1992,4.124,1
136.53,47.78,53.79,2028,2.535,1
11.97,279.16,47.8,1786,2.557,1
56.5,85.39,48.8,1902,4.118,1
10.59,241.85,51.85,2064,1.82,1
66.43,160.4,34.96,2184,1.654,1
120.74,204.9,55.52,2178,1.197,1
24.77,278.43,43.31,2284,3.8,1
107.9,222.34,46.5,1950,1.083,1
64.19,178.94,46.79,2057,1.005,1
143.61,358.23,45.77,1899,1.047,0
53.61,52.46,42.13,2171,2.311,1
139.16,250.69,46.74,1500,1.231,1
109.56,118.85,47.65,1972,0.781,1
11.99,29.54,49.93,1950,1.493,1
80.2,68.0,55.03,1806,2.076,1
143.05,109.76,47.64,1985,2.341,1
122.12,8.83,54.34,2004,2.031,1
86.13,247.26,55.18,1801,1.508,1
122.76,4.26,48.34,2057,0.748,1
61.91,75.37,47.03,1931,2.865,1
65.18,101.63,40.71,2168,1.159,1
19.21,252.15,52.75,1798,3.187,1
140.81,291.02,53.7,1731,1.657,0
84.8,303.09,48.6,1500,2.209,1
140.75,216.78,42.32,1950,1.727,1
19.15,14.08,48.12,2018,2.057,1
147.3,92.38,46.6,2116,1.778,0
60.18,195.33,47.92,1883,2.49,1
146.73,86.0,54.81,1852,2.116,0
68.21,135.86,54.04,1896,1.56,1
73.99,348.08,42.51,2186,1.831,1
100.04,219.09,66.71,1871,2.256,1
42.52,19.25,55.2,2224,2.62,1
132.16,125.99,53.54,1657,2.47,1
106.15,143.74,53.31,2090,2.488,1
80.59,157.83,51.31,2013,2.23,1
32.78,187.27,53.18,1759,0.877,1
80.04,139.3,54.29,1824,1.691,1
105.78,83.02,53.92,2031,2.981,1
52.58,77.82,49.1,2225,1.395,1
31.95,359.61,51.7,1990,1.199,1
90.55,271.93,54.22,1805,0.331,1
96.36,101.21,51.61,1632,2.085,1
55.85,127.65,47.64,2136,1.518,1
133.54,225.36,55.19,2053,2.993,1
31.4,132.49,54.89,2170,2.169,1
46.72,68.94,50.48,1742,0.785,1
120.37,195.48,53.97,1962,1.848,1
127.85,122.7,53.99,1962,1.947,1
58.11,26.04,50.02,1969,1.687,1
67.14,224.28,52.35,1955,1.289,1
143.83,326.7,41.93,1886,1.709,1
87.71,310.64,51.59,1868,1.955,1
5.4,175.28,48.52,2022,2.835,1
32.87,309.41,42.55,2114,2.947,1
45.31,218.79,56.29,2078,2.904,1
89.19,123.21,47.45,2111,1.915,1
1.8,27.57,47.46,2019,2.308,1
39.29,81.88,56.45,1884,0.785,1
131.14,52.02,51.28,1987,0.942,1
124.66,45.53,48.55,1831,2.363,1
108.84,175.0,50.01,1989,1.56,1
1.39,186.61,48.66,2122,2.619,1
14.46,47.02,50.61,2197,0.277,1
5.11,91.31,60.57,1937,2.292,0
85.26,351.34,53.38,1559,1.8,1
141.34,273.37,50.89,2023,1.367,1
45.69,126.81,46.18,1998,1.526,1
5.02,207.03,57.95,1788,2.204,1
125.69,345.44,51.09,1967,2.25,1
15.4,54.05,55.22,1923,1.944,1
136.1,218.57,56.84,1955,1.415,0
79.25,170.17,49.21,2039,2.036,1
132.06,264.97,53.89,2014,3.032,1
115.58,105.18,52.72,2168,1.374,1
53.1,337.44,47.94,1750,2.882,1
5.64,51.66,51.0,1730,1.537,1
93.48,47.76,49.98,2281,0.494,1
28.81,222.75,41.07,2346,2.539,1
11.29,268.39,45.57,2160,0.675,1
89.36,344.59,54.28,1906,1.002,0
97.59,326.15,43.2,1965,0.638,1
134.93,239.15,38.29,1881,2.763,0
18.49,271.95,57.08,2077,0.747,1
72.55,78.83,50.72,2252,2.244,1
71.77,248.11,47.05,1741,1.623,1
143.48,7.33,48.71,1754,3.545,1
59.79,82.33,47.89,2304,1.072,1
43.4,22.85,55.05,1908,1.044,0
89.48,273.56,55.51,1855,2.852,1
79.44,65.92,52.89,2001,2.248,0
42.05,184.48,51.81,2250,1.496,0
100.36,300.35,50.81,2031,1.535,1
46.81,55.48,44.65,2050,0.071,1
122.93,231.4,50.16,2058,1.771,1
126.28,27.05,41.2,2010,4.028,1
81.67,128.34,50.47,1928,2.062,1
116.99,324.66,53.58,1969,2.862,1
20.5,286.22,58.93,1795,3.343,1
79.75,237.87,49.48,1976,0.0,1
133.01,297.07,54.99,2055,2.249,1
43.2,317.62,43.07,2052,0.839,1
36.86,47.38,44.94,1850,3.027,1
115.19,54.94,45.86,2242,2.301,1
85.31,196.93,59.62,1864,1.099,1
97.16,140.15,55.61,2055,2.177,1
13.87,198.73,55.29,1918,2.019,1
128.76,131.67,58.13,1921,1.466,1
29.39,252.39,56.44,1975,2.603,1
127.84,326.2,49.37,2067,1.37,1
57.04,325.2,49.76,2032,3.559,1
145.68,309.81,48.18,1782,1.995,1
10.03,166.98,47.91,2088,3.052,1
103.32,218.71,41.08,2032,2.556,1
128.08,126.65,48.96,1821,3.642,0
5.39,212.29,48.1,2015,1.414,1
27.02,52.99,45.82,2153,3.392,1
124.22,130.65,51.59,1927,1.362,1
133.05,40.47,49.61,2077,2.566,1
147.65,153.19,42.41,2025,0.983,1
23.25,138.44,61.7,2160,0.79,1
90.83,125.19,58.21,2069,1.919,1
36.03,180.58,57.78,1705,2.599,1
25.93,209.03,48.83,2050,0.391,1
123.09,357.78,41.48,2293,2.116,1
77.56,73.69,50.13,1767,2.554,1
75.21,119.06,47.41,2101,1.101,1
10.37,291.71,36.27,2133,1.749,1
92.36,244.29,52.48,2016,1.851,1
18.26,58.26,46.42,1977,2.565,1
93.76,296.89,50.2,1999,1.426,1
92.24,54.48,51.16,2240,3.014,1
122.56,330.65,44.17,2214,3.498,1
144.51,295.43,54.59,2004,2.22,0
72.62,14.05,53.6,1989,1.72,1
133.46,63.5,53.71,2004,3.869,0
26.75,273.41,42.35,2110,1.88,1
21.58,52.3,51.51,1750,2.327,1
90.83,197.67,43.79,2330,2.319,1
27.74,294.23,49.97,2023,1.064,1
50.47,123.4,56.14,2212,2.295,1
52.64,236.57,52.94,1887,2.085,1
73.44,46.57,54.8,2058,0.952,1
61.98,38.61,51.85,1915,1.353,1
137.48,245.54,45.09,2099,2.119,1
120.78,154.62,51.16,2041,0.51,1
125.94,141.14,46.77,2275,3.012,1
5.46,271.97,39.48,1875,0.85,0
115.64,55.13,53.55,1901,3.192,1
129.11,144.72,45.1,2103,3.395,1
83.11,169.72,53.54,1905,2.776,1
141.55,115.88,60.52,2088,2.898,0
117.26,72.51,50.43,2159,2.271,1
149.27,232.91,51.95,1984,1.608,1
72.15,228.69,45.68,2252,1.71,1
82.11,317.65,57.97,2077,2.474,1
81.4,16.62,48.84,2355,3.356,1
105.51,101.02,46.1,1906,1.893,1
45.6,80.68,52.34,2174,0.651,1
130.01,190.41,48.07,2007,2.682,1
127.55,192.93,57.98,1991,0.955,1
7.39,109.9,60.82,1934,2.623,0
51.96,308.79,50.07,2162,1.532,1
27.61,307.69,53.79,2100,2.534,1
132.42,260.12,49.29,1702,2.566,1
49.5,102.43,51.65,2211,2.66,1
90.38,33.86,53.16,1757,2.243,1
98.93,208.54,57.64,1979,0.923,1
148.13,351.87,44.73,2078,2.482,1
119.96,307.9,53.11,1963,3.151,1
50.51,252.9,43.2,2170,1.863,1
83.32,78.9,43.29,2095,0.905,1
62.79,132.98,42.42,2057,1.832,1
105.14,160.74,51.57,2192,2.855,1
58.21,240.92,52.59,1692,1.328,1
40.2,171.4,46.0,1916,1.881,1
65.91,170.39,55.94,2216,0.481,1
76.83,277.75,46.82,2067,2.54,1
73.99,22.1,52.58,1961,4.239,1
43.68,252.16,59.63,2134,1.514,1
37.64,95.39,41.81,1969,3.209,1
138.94,307.69,39.88,1828,2.188,1
104.71,233.4,50.7,1751,0.681,1
107.01,246.3,54.1,2170,0.766,1
11.37,148.04,42.6,1996,1.679,1
45.62,180.37,49.46,2040,3.157,1
52.31,178.6,46.01,2347,2.348,1
18.67,178.22,51.17,2122,0.0,1
111.33,165.37,48.13,2038,2.508,1
65.73,224.06,50.99,1883,1.488,1
118.51,266.36,46.19,2191,1.007,1
93.0,117.92,55.04,2031,1.426,1
115.14,76.36,49.58,2090,1.835,1
56.23,357.91,51.1,1654,2.141,1
142.09,356.49,53.33,2009,2.312,1
81.19,309.18,55.97,2001,2.01,1
87.52,276.79,35.8,2009,1.657,1
94.18,325.68,55.93,2062,3.203,1
86.19,118.64,53.51,2297,1.74,1
115.81,125.35,43.37,1901,2.287,1
85.84,130.02,50.15,1881,2.561,1
56.44,299.44,53.66,2379,2.952,1
58.49,283.26,44.65,2147,3.104,1
101.78,67.8,49.07,1970,2.223,1
44.67,82.34,45.27,2241,1.508,1
129.36,77.32,38.62,1793,3.033,1
105.65,192.19,52.27,1837,2.472,1
145.75,133.56,48.56,1748,2.163,1
135.99,349.22,51.4,2001,2.696,1
93.42,268.32,40.33,1773,1.161,1
102.55,48.28,47.84,2016,1.019,0
51.01,90.36,48.96,1998,3.075,1
130.02,278.63,59.09,2089,2.326,0
127.02,261.97,49.41,2219,1.967,1
149.16,22.87,48.92,1939,2.932,1
20.37,188.07,48.35,2159,3.654,1
45.55,121.25,45.3,2195,1.395,1
55.27,222.43,49.31,2328,2.058,1
125.05,46.89,52.52,2046,3.057,1
91.8,139.51,45.03,2316,1.03,1
116.27,208.61,57.94,1858,0.891,1
98.09,150.6,40.41,1838,0.685,1
89.74,237.72,41.74,2077,2.201,1
57.47,297.26,49.58,2294,1.98,1
24.59,55.22,49.3,2154,3.148,1
143.51,53.24,56.13,2134,3.509,1
13.68,338.54,52.16,2179,2.156,1
8.7,30.29,55.28,1989,2.271,1
39.41,222.91,53.44,2231,1.81,1
79.66,59.64,45.5,1808,1.587,1
75.77,119.82,44.9,2033,1.077,1
43.54,21.44,52.56,2050,1.729,1
120.2,350.96,49.93,2019,1.136,1
27.06,358.43,53.3,1736,1.472,1
143.75,245.03,49.38,1980,2.506,0
56.28,244.25,46.25,1981,1.463,1
22.31,4.39,46.25,2024,2.715,1
107.02,214.41,49.11,2023,2.004,0
134.82,142.88,46.92,2259,1.202,1
144.18,96.32,59.89,1896,0.775,1
7.76,237.26,54.22,1940,2.548,1
70.15,232.36,47.24,2181,1.091,1
65.5,309.47,44.8,1806,1.779,1
50.03,112.74,53.16,2078,1.273,1
79.07,131.76,57.24,1605,1.925,1
10.72,212.37,48.86,2095,2.636,1
11.86,265.84,37.47,1797,2.522,1
67.58,291.28,54.01,2168,2.11,1
19.06,334.07,57.79,1776,3.294,1
102.08,97.03,50.65,2056,1.087,1
138.59,325.22,42.33,1889,0.864,1
63.32,82.7,44.6,1806,2.919,0
